16/06/25 04:49:34 0000 s 01427ver01 44.753258 8.812273 cc 01
16/06/25 05:30:09 0001 1                  44.762490 8.784868 cc 01 3035EB62683ACEF87A66F647            
16/06/25 05:30:32 0002 1                  44.762497 8.784858 cc 01 303ACB034358F1DAC688D2A7            
16/06/25 05:33:50 0003 1                  44.762493 8.784365 cc 01 30396120C045444000000650            
16/06/25 05:33:57 0004 1                  44.762492 8.784362 cc 01 3234303132304A3032313234            
16/06/25 05:36:31 0005 1                  44.762870 8.784938 cc 01 3231303234304A3034393035            
16/06/25 05:37:21 0006 1                  44.762870 8.784950 cc 01 3231313130304A3030303139            
16/06/25 05:42:49 0007 1                  44.764000 8.783668 cc 01 313931323043303038393733            
16/06/25 05:44:05 0008 1                  44.764240 8.783727 cc 01 313931323043303133363834            
16/06/25 05:46:55 0009 1                  44.764408 8.782688 cc 01 3530323532356874E28011A0            
16/06/25 05:48:34 0010 1                  44.764253 8.782348 cc 01 3230303033304D3032303236            
16/06/25 05:49:41 0011 1                  44.764188 8.782367 cc 01 313931323043303033353333            
16/06/25 05:51:43 0012 1                  44.763918 8.781292 cc 01 313931323043303039303735            
16/06/25 05:52:55 0013 1                  44.763897 8.781382 cc 01 3231313130304A3030333837            
16/06/25 05:55:18 0014 1                  44.763740 8.782133 cc 01 3231313130304A3030313333            
16/06/25 05:57:36 0015 1                  44.763790 8.782067 cc 01 3230313130304A3030393832            
16/06/25 06:00:59 0016 1                  44.762883 8.781860 cc 01 313932343043303030353531            
16/06/25 06:03:28 0017 1                  44.758382 8.783438 cc 01 313932343043303030303038            
16/06/25 06:07:39 0018 1                  44.763570 8.778247 cc 01 355AB1C8E0061A9000B35145            
16/06/25 06:07:39 0019 1                  44.763570 8.778245 cc 01 3230313130304A3030383439            
16/06/25 06:09:46 0020 1                  44.763595 8.778138 cc 01 313932343043303030363335            
16/06/25 06:14:53 0021 1                  44.763573 8.772868 cc 01 313931323043303031393634            
16/06/25 06:16:03 0022 1                  44.763625 8.772863 cc 01 3330313130304A3030383438            
16/06/25 06:20:03 0023 1                  44.764760 8.773255 cc 01 3230313130304A3030393230            
16/06/25 06:20:03 0024 1                  44.764760 8.773255 cc 01 303ACB034358F1DAC688D2A7            
16/06/25 06:30:59 0025 1                  44.779403 8.768615 cc 01 3230313130304A3030303733            
16/06/25 06:30:59 0026 1                  44.779403 8.768615 cc 01 3230333130304A3030303733            
16/06/25 06:34:26 0000 s 01427ver01 0 0 cc 01
16/06/25 06:34:26 0000 s 01427ver01 0 0 cc 01
16/06/25 06:34:59 0027 1                  44.781437 8.770092 cc 01 3230313130304A3030303933            
16/06/25 06:39:59 0000 s 01427ver01 0 0 cc 01
16/06/25 06:44:06 0028 1                  44.773252 8.766923 cc 01 323031313030433030313537            
16/06/25 06:46:41 0029 1                  44.775558 8.765053 cc 01 3138313130304A3030303839            
16/06/25 06:49:02 0030 1                  44.775512 8.765052 cc 01 323031313030433030313538            
16/06/25 06:49:56 0031 1                  44.775503 8.764933 cc 01 323031313030433030353436            
16/06/25 06:55:21 0032 1                  44.782110 8.754932 cc 01 3230313130304A3030313432            
16/06/25 07:00:46 0033 1                  44.773732 8.758325 cc 01 3232313130304A3030303235            
16/06/25 07:02:05 0034 1                  44.773760 8.758338 cc 01 3231313130304A3031363130            
16/06/25 07:04:20 0035 1                  44.774473 8.759545 cc 01 3230313130304A3030313338            
16/06/25 07:06:56 0036 1                  44.775308 8.759543 cc 01 3230313130304A3030313337            
16/06/25 07:10:48 0037 1                  44.774620 8.761277 cc 01 3230313130304A3030313336            
16/06/25 07:16:09 0038 1                  44.773620 8.763423 cc 01 3230313130304A3030303338            
16/06/25 07:18:37 0039 1                  44.773392 8.764188 cc 01 313932343043303030363632            
16/06/25 07:18:47 0040 1                  44.773392 8.764192 cc 01 30344940842E5340000F46CE            
16/06/25 07:22:14 0041 1                  44.771852 8.767665 cc 01 3230313130304A303030B839            
16/06/25 07:26:53 0042 1                  44.766513 8.769202 cc 01 3230313130304A3030303835            
16/06/25 07:29:44 0043 1                  44.766828 8.768143 cc 01 313932343043303030323830            
16/06/25 07:33:30 0044 1                  44.768893 8.767403 cc 01 3234313130304A3030303833            
16/06/25 07:36:18 0045 1                  44.767137 8.766547 cc 01 3231313130304A3032303430            
16/06/25 07:38:57 0046 1                  44.767160 8.766518 cc 01 3231313130304A3032313738            
16/06/25 07:42:19 0047 1                  44.767132 8.766517 cc 01 3231313130304A3031343139            
16/06/25 07:45:07 0048 1                  44.767127 8.766537 cc 01 3231313130304A3032303230            
16/06/25 07:48:22 0049 1                  44.768120 8.765575 cc 01 3230313130304A3030313739            
16/06/25 07:50:46 0050 1                  44.768598 8.765565 cc 01 323031313030433030343433            
16/06/25 07:51:26 0051 1                  44.768672 8.765592 cc 01 3156060609518550A436E280            
16/06/25 07:52:10 0052 1                  44.768965 8.765183 cc 01 323031313030433030353632            
16/06/25 07:53:11 0053 1                  44.769025 8.765137 cc 01 313931313030433030343335            
16/06/25 07:54:58 0054 1                  44.769012 8.765132 cc 01 3231313130304A3030303834            
16/06/25 07:57:24 0055 1                  44.768950 8.764765 cc 01 3230313130304A3030313737            
16/06/25 08:00:08 0056 1                  44.768908 8.764868 cc 01 3231313130304A3030353831            
16/06/25 08:03:19 0057 1                  44.769635 8.765800 cc 01 3231313130304A3030353530            
16/06/25 08:05:03 0058 1                  44.769258 8.765375 cc 01 3230313130304A3030303830            
16/06/25 08:05:13 0059 1                  44.769252 8.765343 cc 01 3230313130314A3030303830            
16/06/25 08:07:00 0060 1                  44.768367 8.764405 cc 01 313932343043303030313639            
16/06/25 08:07:49 0061 1                  44.768417 8.764397 cc 01 3231313130304A3032313130            
16/06/25 08:09:29 0062 1                  44.768398 8.763952 cc 01 31383256374B573835303135            
16/06/25 08:10:39 0063 1                  44.768317 8.763472 cc 01 313931323043303130363339            
16/06/25 08:10:40 0064 1                  44.768317 8.763472 cc 01 313931323043303031363036            
16/06/25 08:11:34 0065 1                  44.768307 8.763503 cc 01 3230313130304A3030383832            
16/06/25 08:12:44 0066 1                  44.768375 8.763417 cc 01 3230313130304A3030383939            
